chr.x	START.x	END.x	chr.y	START.y	END.y
Monocytes	195	196	SubcutaneousAdipocytes	74	75
Monocytes	23	24	SubcutaneousAdipocytes	12	13
Monocytes	24	25	SubcutaneousAdipocytes	72	73
Monocytes	30	31	SubcutaneousAdipocytes	29	30
Monocytes	37	38	SubcutaneousAdipocytes	14	15
Monocytes	61	62	SubcutaneousAdipocytes	23	24
Monocytes	67	68	SubcutaneousAdipocytes	70	71
Monocytes	82	83	SubcutaneousAdipocytes	90	91
Monocytes	95	96	SubcutaneousAdipocytes	58	59
Monocytes	105	106	SubcutaneousAdipocytes	1	2
Monocytes	128	129	SubcutaneousAdipocytes	68	69
Monocytes	147	148	SubcutaneousAdipocytes	87	88
Monocytes	159	160	SubcutaneousAdipocytes	52	53
Monocytes	176	177	SubcutaneousAdipocytes	18	19
Monocytes	193	194	SubcutaneousAdipocytes	49	50
Monocytes	196	197	SubcutaneousAdipocytes	4	5
Monocytes	211	212	SubcutaneousAdipocytes	44	45
Monocytes	220	221	SubcutaneousAdipocytes	92	93
Monocytes	234	235	SubcutaneousAdipocytes	34	35
Monocytes	243	244	SubcutaneousAdipocytes	78	79
TCell	20	21	Hepatocytes	94	95
TCell	64	65	Hepatocytes	38	39
TCell	33	34	Hepatocytes	63	64
TCell	65	66	Hepatocytes	72	73
TCell	32	33	Hepatocytes	65	66
TCell	12	13	Hepatocytes	120	121
TCell	55	56	Hepatocytes	88	89
TCell	29	30	Hepatocytes	75	76
TCell	83	84	Hepatocytes	82	83
TCell	5	6	Hepatocytes	113	114
TCell	35	36	Hepatocytes	49	50
TCell	37	38	Hepatocytes	100	101
TCell	40	41	Hepatocytes	32	33
TCell	63	64	Hepatocytes	50	51
TCell	90	91	Hepatocytes	157	158
TCell	92	93	Hepatocytes	147	148
TCell	68	69	VisceralAdipocytes	65	66
TCell	27	28	VisceralAdipocytes	36	37
TCell	21	22	VisceralAdipocytes	134	135
TCell	78	79	VisceralAdipocytes	9	10
TCell	28	29	VisceralAdipocytes	27	28
TCell	4	5	VisceralAdipocytes	112	113
TCell	64	65	VisceralAdipocytes	116	117
TCell	87	88	VisceralAdipocytes	59	60
TCell	80	81	VisceralAdipocytes	160	161
TCell	55	56	VisceralAdipocytes	67	68
TCell	70	71	VisceralAdipocytes	62	63
TCell	43	44	VisceralAdipocytes	108	109
TCell	11	12	VisceralAdipocytes	35	36
TCell	41	42	VisceralAdipocytes	122	123
TCell	42	43	VisceralAdipocytes	83	84
TCell	49	50	VisceralAdipocytes	79	80
TCell	66	67	VisceralAdipocytes	15	16
TCell	16	17	SubcutaneousAdipocytes	37	38
TCell	85	86	SubcutaneousAdipocytes	126	127
TCell	69	70	SubcutaneousAdipocytes	80	81
TCell	18	19	SubcutaneousAdipocytes	99	100
TCell	54	55	SubcutaneousAdipocytes	102	103
TCell	84	85	SubcutaneousAdipocytes	114	115
TCell	94	95	SubcutaneousAdipocytes	49	50
TCell	43	44	SubcutaneousAdipocytes	44	45
TCell	83	84	SubcutaneousAdipocytes	92	93
TCell	58	59	SubcutaneousAdipocytes	31	32
TCell	60	61	SubcutaneousAdipocytes	54	55
TCell	66	67	SubcutaneousAdipocytes	71	72
Hepatocytes	104	105	VisceralAdipocytes	156	157
Hepatocytes	158	159	VisceralAdipocytes	130	131
Hepatocytes	108	109	VisceralAdipocytes	123	124
Hepatocytes	143	144	VisceralAdipocytes	96	97
Hepatocytes	141	142	VisceralAdipocytes	30	31
Hepatocytes	16	17	VisceralAdipocytes	149	150
Hepatocytes	87	88	VisceralAdipocytes	88	89
Hepatocytes	52	53	VisceralAdipocytes	92	93
Hepatocytes	156	157	VisceralAdipocytes	120	121
Hepatocytes	119	120	VisceralAdipocytes	43	44
Hepatocytes	148	149	VisceralAdipocytes	84	85
Hepatocytes	14	15	VisceralAdipocytes	155	156
Hepatocytes	142	143	VisceralAdipocytes	18	19
Hepatocytes	38	39	VisceralAdipocytes	116	117
Hepatocytes	18	19	VisceralAdipocytes	167	168
Hepatocytes	13	14	VisceralAdipocytes	61	62
Hepatocytes	126	127	VisceralAdipocytes	69	70
Hepatocytes	84	85	VisceralAdipocytes	145	146
Hepatocytes	79	80	VisceralAdipocytes	139	140
Hepatocytes	62	63	VisceralAdipocytes	132	133
Hepatocytes	144	145	VisceralAdipocytes	66	67
Hepatocytes	88	89	VisceralAdipocytes	67	68
Hepatocytes	152	153	VisceralAdipocytes	150	151
Hepatocytes	105	106	VisceralAdipocytes	21	22
Hepatocytes	35	36	VisceralAdipocytes	78	79
Hepatocytes	57	58	VisceralAdipocytes	93	94
Hepatocytes	2	3	VisceralAdipocytes	168	169
Hepatocytes	8	9	VisceralAdipocytes	55	56
Hepatocytes	9	10	VisceralAdipocytes	85	86
Hepatocytes	23	24	VisceralAdipocytes	5	6
Hepatocytes	25	26	VisceralAdipocytes	77	78
Hepatocytes	40	41	VisceralAdipocytes	1	2
Hepatocytes	48	49	VisceralAdipocytes	147	148
Hepatocytes	54	55	VisceralAdipocytes	114	115
Hepatocytes	78	79	VisceralAdipocytes	148	149
Hepatocytes	102	103	VisceralAdipocytes	74	75
Hepatocytes	109	110	VisceralAdipocytes	146	147
Hepatocytes	125	126	VisceralAdipocytes	22	23
Hepatocytes	134	135	VisceralAdipocytes	13	14
Hepatocytes	137	138	VisceralAdipocytes	151	152
Hepatocytes	154	155	VisceralAdipocytes	0	1
Hepatocytes	19	20	SubcutaneousAdipocytes	98	99
Hepatocytes	61	62	SubcutaneousAdipocytes	111	112
Hepatocytes	98	99	SubcutaneousAdipocytes	94	95
Hepatocytes	87	88	SubcutaneousAdipocytes	108	109
Hepatocytes	52	53	SubcutaneousAdipocytes	100	101
Hepatocytes	15	16	SubcutaneousAdipocytes	91	92
Hepatocytes	119	120	SubcutaneousAdipocytes	11	12
Hepatocytes	46	47	SubcutaneousAdipocytes	118	119
Hepatocytes	148	149	SubcutaneousAdipocytes	89	90
Hepatocytes	136	137	SubcutaneousAdipocytes	112	113
Hepatocytes	29	30	SubcutaneousAdipocytes	97	98
Hepatocytes	26	27	SubcutaneousAdipocytes	21	22
Hepatocytes	11	12	SubcutaneousAdipocytes	113	114
Hepatocytes	18	19	SubcutaneousAdipocytes	121	122
Hepatocytes	13	14	SubcutaneousAdipocytes	6	7
Hepatocytes	79	80	SubcutaneousAdipocytes	22	23
Hepatocytes	62	63	SubcutaneousAdipocytes	88	89
Hepatocytes	105	106	SubcutaneousAdipocytes	68	69
Hepatocytes	129	130	SubcutaneousAdipocytes	18	19
Hepatocytes	106	107	SubcutaneousAdipocytes	4	5
Hepatocytes	82	83	SubcutaneousAdipocytes	92	93
Hepatocytes	4	5	SubcutaneousAdipocytes	34	35
Hepatocytes	6	7	SubcutaneousAdipocytes	13	14
Hepatocytes	55	56	SubcutaneousAdipocytes	39	40
Hepatocytes	60	61	SubcutaneousAdipocytes	86	87
Hepatocytes	81	82	SubcutaneousAdipocytes	61	62
Hepatocytes	92	93	SubcutaneousAdipocytes	122	123
Hepatocytes	109	110	SubcutaneousAdipocytes	82	83
Hepatocytes	114	115	SubcutaneousAdipocytes	41	42
Hepatocytes	115	116	SubcutaneousAdipocytes	93	94
Hepatocytes	131	132	SubcutaneousAdipocytes	48	49
VisceralAdipocytes	8	9	SubcutaneousAdipocytes	26	27
VisceralAdipocytes	102	103	SubcutaneousAdipocytes	45	46
VisceralAdipocytes	64	65	SubcutaneousAdipocytes	85	86
VisceralAdipocytes	12	13	SubcutaneousAdipocytes	16	17
VisceralAdipocytes	82	83	SubcutaneousAdipocytes	106	107
VisceralAdipocytes	88	89	SubcutaneousAdipocytes	108	109
VisceralAdipocytes	92	93	SubcutaneousAdipocytes	100	101
VisceralAdipocytes	44	45	SubcutaneousAdipocytes	55	56
VisceralAdipocytes	43	44	SubcutaneousAdipocytes	11	12
VisceralAdipocytes	135	136	SubcutaneousAdipocytes	117	118
VisceralAdipocytes	84	85	SubcutaneousAdipocytes	89	90
VisceralAdipocytes	42	43	SubcutaneousAdipocytes	35	36
VisceralAdipocytes	57	58	SubcutaneousAdipocytes	62	63
VisceralAdipocytes	72	73	SubcutaneousAdipocytes	76	77
VisceralAdipocytes	171	172	SubcutaneousAdipocytes	123	124
VisceralAdipocytes	23	24	SubcutaneousAdipocytes	24	25
VisceralAdipocytes	109	110	SubcutaneousAdipocytes	109	110
VisceralAdipocytes	167	168	SubcutaneousAdipocytes	121	122
VisceralAdipocytes	95	96	SubcutaneousAdipocytes	96	97
VisceralAdipocytes	61	62	SubcutaneousAdipocytes	6	7
VisceralAdipocytes	97	98	SubcutaneousAdipocytes	67	68
VisceralAdipocytes	48	49	SubcutaneousAdipocytes	110	111
VisceralAdipocytes	139	140	SubcutaneousAdipocytes	22	23
VisceralAdipocytes	132	133	SubcutaneousAdipocytes	88	89
VisceralAdipocytes	14	15	SubcutaneousAdipocytes	14	15
VisceralAdipocytes	71	72	SubcutaneousAdipocytes	23	24
VisceralAdipocytes	21	22	SubcutaneousAdipocytes	68	69
VisceralAdipocytes	108	109	SubcutaneousAdipocytes	44	45
VisceralAdipocytes	15	16	SubcutaneousAdipocytes	71	72
VisceralAdipocytes	146	147	SubcutaneousAdipocytes	82	83
VisceralAdipocytes	2	3	SubcutaneousAdipocytes	17	18
VisceralAdipocytes	4	5	SubcutaneousAdipocytes	5	6
VisceralAdipocytes	6	7	SubcutaneousAdipocytes	38	39
VisceralAdipocytes	10	11	SubcutaneousAdipocytes	2	3
VisceralAdipocytes	16	17	SubcutaneousAdipocytes	77	78
VisceralAdipocytes	20	21	SubcutaneousAdipocytes	116	117
VisceralAdipocytes	31	32	SubcutaneousAdipocytes	15	16
VisceralAdipocytes	34	35	SubcutaneousAdipocytes	66	67
VisceralAdipocytes	39	40	SubcutaneousAdipocytes	20	21
VisceralAdipocytes	73	74	SubcutaneousAdipocytes	60	61
VisceralAdipocytes	87	88	SubcutaneousAdipocytes	95	96
VisceralAdipocytes	99	100	SubcutaneousAdipocytes	101	102
VisceralAdipocytes	101	102	SubcutaneousAdipocytes	47	48
VisceralAdipocytes	119	120	SubcutaneousAdipocytes	107	108
VisceralAdipocytes	133	134	SubcutaneousAdipocytes	27	28
VisceralAdipocytes	138	139	SubcutaneousAdipocytes	69	70
VisceralAdipocytes	173	174	SubcutaneousAdipocytes	128	129
